batch,record_id,city,old_level,strictness,amount,teacher_budget_total,request_budget_status,suggested_action,suggested_level,amount_fit_levels,teacher_fit_levels,limited_range,standard_range,comfortable_range,premium_range
legacy_controlled_1000_20260506,v3_request_000418,武汉,limited,soft,5900,4234,above,full_request_rebudget_or_regen,limited,,,4700-5800,6400-8300,8700-11900,12400-17600
legacy_controlled_1000_20260506,v3_request_000440,福州,limited,soft,700,699,below,full_request_rebudget_or_regen,limited,,,1100-1300,1400-1800,1800-2400,2500-3500
legacy_controlled_1000_20260506,v3_request_000423,上海,limited,soft,4100,3160,below,full_request_rebudget_or_regen,limited,,,4400-5500,6100-7900,8300-11500,12000-17100
legacy_controlled_1000_20260506,v3_request_000437,丽江,standard,soft,7000,4840,below,full_request_rebudget_or_regen,standard,,,5200-6500,7200-9500,10000-13800,14400-20700
legacy_controlled_1000_20260506,v3_request_000439,厦门,standard,soft,4500,3260,below,relabel_budget_level_only,limited,limited,,3700-4600,5100-6600,6900-9400,9900-14100
legacy_controlled_1000_20260506,v3_request_000435,长沙,comfortable,soft,1500,1000,below,relabel_budget_level_only,standard,standard,limited,1000-1200,1400-1700,1800-2500,2600-3600
legacy_controlled_1000_20260506,v3_request_000448,西安,comfortable,soft,1500,1023,below,relabel_budget_level_only,limited,limited,,1500-1700,1900-2300,2400-3100,3200-4300
legacy_controlled_1000_20260506,v3_request_000436,重庆,standard,soft,5200,3908,below,relabel_level_and_amount_to_teacher_total,limited,,limited,3900-4900,5500-7400,7800-10900,11400-16600
legacy_controlled_1000_20260506,v3_request_000450,宁波,limited,hard,2900,2862,below,full_request_rebudget_or_regen,limited,,,3400-4100,4600-5900,6300-8500,8900-12700
legacy_controlled_1000_20260506,v3_request_000420,张家界,comfortable,soft,18600,18280,above,full_request_rebudget_or_regen,comfortable,,,7900-9400,10300-13100,13700-18200,19000-26600
legacy_controlled_1000_20260506,v3_request_000452,济南,limited,soft,5800,4292,above,relabel_budget_level_only,standard,standard,limited,3800-5000,5600-7700,8200-11600,12100-17800
legacy_controlled_1000_20260506,v3_request_000460,西安,limited,soft,3200,2818,below,full_request_rebudget_or_regen,limited,,,3400-4300,4900-6600,6900-9700,10100-14700
legacy_controlled_1000_20260506,v3_request_000446,三亚,comfortable,soft,4100,3590,below,relabel_budget_level_only,standard,standard,standard,2800-3200,3500-4200,4400-5700,5900-8000
legacy_controlled_1000_20260506,v3_request_000466,北京,standard,soft,4100,4090,below,full_request_rebudget_or_regen,limited,,,4900-5500,5800-6900,7100-8800,9100-12000
legacy_controlled_1000_20260506,v3_request_000475,丽江,limited,soft,4000,3491,below,full_request_rebudget_or_regen,limited,,,4200-5100,5700-7400,7700-10600,11100-15800
legacy_controlled_1000_20260506,v3_request_000457,沈阳,comfortable,soft,14100,14592,above,relabel_budget_level_only,premium,premium,premium,5200-6400,7000-9100,9600-13000,13500-19200
legacy_controlled_1000_20260506,v3_request_000469,哈尔滨,standard,soft,2200,1373,below,full_request_rebudget_or_regen,limited,,,2500-2800,3000-3500,3700-4600,4800-6400
legacy_controlled_1000_20260506,v3_request_000470,广州,standard,soft,6200,6071,below,full_request_rebudget_or_regen,limited,,,4900-6000,6600-8500,8900-12000,12500-17700
legacy_controlled_1000_20260506,v3_request_000480,上海,standard,hard,6400,4164,below,full_request_rebudget_or_regen,limited,,,4700-6100,6900-9400,9900-14100,14800-21700
legacy_controlled_1000_20260506,v3_request_000479,广州,standard,soft,3100,3056,below,relabel_budget_level_only,limited,limited,limited,3000-3700,4100-5300,5600-7700,8000-11500
legacy_controlled_1000_20260506,v3_request_000494,深圳,limited,soft,2400,2334,below,full_request_rebudget_or_regen,limited,,,2700-3400,3800-5000,5300-7400,7700-11200
legacy_controlled_1000_20260506,v3_request_000498,苏州,standard,soft,6700,4064,above,relabel_budget_level_only,comfortable,comfortable,limited,3400-4200,4700-6300,6600-9100,9500-13700
legacy_controlled_1000_20260506,v3_request_000500,三亚,standard,soft,3600,2936,below,relabel_level_and_amount_to_teacher_total,limited,,limited,2700-3300,3700-4800,5100-7000,7300-10400
legacy_controlled_1000_20260506,v3_request_000502,张家界,comfortable,soft,3200,3102,below,relabel_budget_level_only,standard,standard,standard,2300-2700,2900-3600,3700-4900,5100-7000
legacy_controlled_1000_20260506,v3_request_000503,长沙,standard,soft,3100,2130,below,relabel_budget_level_only,limited,limited,,2500-3200,3500-4700,4900-6800,7100-10300
legacy_controlled_1000_20260506,v3_request_000501,青岛,standard,soft,3000,2338,below,relabel_budget_level_only,limited,limited,,2800-3200,3500-4200,4400-5700,5900-8000
legacy_controlled_1000_20260506,v3_request_000510,南京,standard,hard,3000,1969,below,relabel_budget_level_only,limited,limited,,2800-3200,3500-4200,4400-5700,5900-8000
legacy_controlled_1000_20260506,v3_request_000523,西安,limited,hard,2300,2172,below,full_request_rebudget_or_regen,limited,,,2900-3800,4300-6000,6300-9100,9600-14200
legacy_controlled_1000_20260506,v3_request_000512,丽江,comfortable,soft,3800,3343,below,relabel_budget_level_only,standard,standard,,2900-3300,3600-4300,4500-5800,6000-8100
legacy_controlled_1000_20260506,v3_request_000521,大连,limited,soft,2200,2132,below,full_request_rebudget_or_regen,limited,,,2500-2900,3200-3800,4000-5100,5300-7200
legacy_controlled_1000_20260506,v3_request_000506,成都,limited,soft,1900,1894,below,full_request_rebudget_or_regen,limited,,,2400-2900,3200-4000,4200-5500,5800-8100
legacy_controlled_1000_20260506,v3_request_000526,广州,standard,soft,8800,8764,below,relabel_budget_level_only,limited,limited,limited,7900-9800,10900-14200,14900-20400,21300-30500
legacy_controlled_1000_20260506,v3_request_000536,武汉,comfortable,soft,1500,1010,below,relabel_budget_level_only,standard,standard,limited,900-1200,1300-1700,1700-2400,2500-3500
legacy_controlled_1000_20260506,v3_request_000537,丽江,limited,soft,5000,4604,below,full_request_rebudget_or_regen,limited,,,5900-7600,8600-11600,12300-17300,18200-26600
legacy_controlled_1000_20260506,v3_request_000541,福州,standard,soft,7500,4780,above,relabel_level_and_amount_to_teacher_total,limited,,limited,4000-4900,5500-7200,7600-10400,10900-15700
legacy_controlled_1000_20260506,v3_request_000544,苏州,comfortable,soft,1800,1628,below,relabel_budget_level_only,limited,limited,limited,1600-1800,1900-2300,2400-3000,3100-4100
legacy_controlled_1000_20260506,v3_request_000543,上海,standard,soft,5300,5164,below,full_request_rebudget_or_regen,limited,,,4200-5100,5700-7300,7700-10400,10900-15500
legacy_controlled_1000_20260506,v3_request_000540,黄山,standard,soft,3100,2334,below,relabel_budget_level_only,limited,limited,,2600-3100,3500-4500,4700-6400,6700-9600
legacy_controlled_1000_20260506,v3_request_000547,济南,standard,soft,10700,10456,above,relabel_budget_level_only,comfortable,comfortable,comfortable,5700-6900,7500-9600,10100-13500,14000-19700
legacy_controlled_1000_20260506,v3_request_000554,大连,limited,soft,2700,2792,below,full_request_rebudget_or_regen,limited,,,2800-3600,4000-5400,5700-8000,8400-12200
legacy_controlled_1000_20260506,v3_request_000549,重庆,standard,soft,3800,3230,below,relabel_level_and_amount_to_teacher_total,limited,,limited,2900-3600,4000-5300,5500-7600,8000-11400
legacy_controlled_1000_20260506,v3_request_000560,杭州,limited,soft,800,613,below,full_request_rebudget_or_regen,limited,,,1000-1200,1400-1800,1900-2600,2700-3800
legacy_controlled_1000_20260506,v3_request_000564,武汉,standard,soft,1800,1300,below,relabel_budget_level_only,limited,limited,,1600-2000,2300-3000,3200-4500,4700-6800
legacy_controlled_1000_20260506,v3_request_000556,三亚,standard,soft,1200,1208,below,full_request_rebudget_or_regen,limited,,,1500-1700,1800-2200,2300-2900,3000-4100
legacy_controlled_1000_20260506,v3_request_000555,长沙,limited,soft,12500,9000,above,full_request_rebudget_or_regen,standard,,,9400-11500,12800-16500,17400-23700,24700-35200
legacy_controlled_1000_20260506,v3_request_000548,沈阳,premium,soft,11000,8288,above,relabel_level_and_amount_to_teacher_total,premium,,premium,3800-4400,4700-5700,5900-7700,7900-10800
legacy_controlled_1000_20260506,v3_request_000567,三亚,comfortable,soft,9200,7546,below,relabel_level_and_amount_to_teacher_total,standard,,standard,6100-6900,7400-8900,9300-11800,12200-16400
legacy_controlled_1000_20260506,v3_request_000563,沈阳,limited,soft,13600,9825,above,relabel_budget_level_only,standard,standard,limited,9500-11400,12500-15900,16700-22400,23300-32800
legacy_controlled_1000_20260506,v3_request_000550,福州,standard,soft,16600,11764,above,relabel_budget_level_only,comfortable,comfortable,standard,7900-9400,10300-13100,13700-18200,19000-26600
legacy_controlled_1000_20260506,v3_request_000576,广州,standard,soft,2000,1512,below,relabel_budget_level_only,limited,limited,limited,1500-2000,2300-3100,3300-4700,4900-7200
legacy_controlled_1000_20260506,v3_request_000577,长沙,comfortable,soft,3200,2277,below,full_request_rebudget_or_regen,limited,,,3500-3800,4000-4600,4700-5600,5800-7400
legacy_controlled_1000_20260506,v3_request_000570,哈尔滨,limited,soft,2200,2074,below,full_request_rebudget_or_regen,limited,,,2800-3500,3800-5000,5200-7100,7400-10600
legacy_controlled_1000_20260506,v3_request_000559,青岛,standard,soft,5800,3774,below,full_request_rebudget_or_regen,standard,,,4400-5400,6100-8000,8400-11500,12100-17300
legacy_controlled_1000_20260506,v3_request_000571,杭州,standard,soft,9300,6813,above,full_request_rebudget_or_regen,comfortable,,,5600-6600,7200-9100,9500-12600,13100-18300
legacy_controlled_1000_20260506,v3_request_000579,厦门,limited,soft,1700,1690,below,full_request_rebudget_or_regen,limited,,,2200-2800,3200-4300,4600-6500,6800-10000
legacy_controlled_1000_20260506,v3_request_000592,南京,standard,soft,3300,2817,below,full_request_rebudget_or_regen,limited,,,3700-4200,4500-5400,5600-7200,7500-10100
legacy_controlled_1000_20260506,v3_request_000598,天津,standard,soft,5400,4470,below,full_request_rebudget_or_regen,limited,,,4500-5300,5900-7400,7700-10300,10700-15000
legacy_controlled_1000_20260506,v3_request_000602,贵阳,limited,hard,1500,1360,below,full_request_rebudget_or_regen,limited,,,1600-2000,2200-2900,3100-4200,4400-6300
legacy_controlled_1000_20260506,v3_request_000595,长沙,limited,hard,9200,6648,above,full_request_rebudget_or_regen,limited,,,7300-9000,10000-13000,13700-18700,19600-28000
legacy_controlled_1000_20260506,v3_request_000597,广州,standard,soft,10800,7124,below,full_request_rebudget_or_regen,standard,,,7900-9800,10900-14200,14900-20400,21300-30500
legacy_controlled_1000_20260506,v3_request_000608,大理,limited,soft,700,642,below,full_request_rebudget_or_regen,limited,,,1100-1300,1400-1800,1900-2500,2600-3700
legacy_controlled_1000_20260506,v3_request_000609,广州,limited,soft,2200,2016,below,full_request_rebudget_or_regen,limited,,,2400-3100,3500-4800,5000-7100,7500-10900
legacy_controlled_1000_20260506,v3_request_000614,广州,standard,soft,10500,8347,below,full_request_rebudget_or_regen,standard,,,8500-9900,10700-13200,13800-17900,18600-25500
legacy_controlled_1000_20260506,v3_request_000620,上海,limited,soft,3500,3474,below,full_request_rebudget_or_regen,limited,,,4500-5400,6000-7600,8000-10700,11200-15800
legacy_controlled_1000_20260506,v3_request_000605,杭州,limited,hard,8300,8128,below,full_request_rebudget_or_regen,limited,,,9100-11400,12800-16900,17800-24700,25900-37400
legacy_controlled_1000_20260506,v3_request_000623,武汉,limited,soft,5500,4112,above,relabel_level_and_amount_to_teacher_total,limited,,limited,3900-5100,5900-8200,8700-12500,13100-19400
legacy_controlled_1000_20260506,v3_request_000624,杭州,standard,soft,1700,1482,below,full_request_rebudget_or_regen,limited,,,2000-2300,2600-3200,3300-4300,4500-6200
legacy_controlled_1000_20260506,v3_request_000594,沈阳,standard,soft,3200,2828,below,relabel_level_and_amount_to_teacher_total,limited,,limited,2400-3000,3300-4400,4600-6300,6600-9400
legacy_controlled_1000_20260506,v3_request_000628,宁波,limited,soft,4700,4718,above,full_request_rebudget_or_regen,limited,,,3600-4500,5000-6600,6900-9500,9900-14200
legacy_controlled_1000_20260506,v3_request_000626,昆明,limited,hard,1400,1293,below,full_request_rebudget_or_regen,limited,,,2400-2700,2900-3500,3600-4500,4700-6300
legacy_controlled_1000_20260506,v3_request_000627,丽江,comfortable,soft,4500,3564,below,relabel_budget_level_only,standard,standard,limited,3300-3900,4300-5400,5700-7600,7900-11000
legacy_controlled_1000_20260506,v3_request_000631,成都,standard,soft,3600,2864,below,relabel_budget_level_only,limited,limited,,3300-4300,4800-6500,6800-9600,10100-14700
legacy_controlled_1000_20260506,v3_request_000633,西安,standard,soft,4300,4352,below,full_request_rebudget_or_regen,limited,,,3500-4200,4600-5800,6100-8200,8500-12000
legacy_controlled_1000_20260506,v3_request_000644,长沙,standard,soft,2600,2010,below,relabel_budget_level_only,limited,limited,,2200-2800,3200-4300,4600-6500,6800-10000
legacy_controlled_1000_20260506,v3_request_000651,重庆,standard,soft,1100,830,below,relabel_budget_level_only,limited,limited,,1100-1400,1500-1900,2000-2700,2800-4000
legacy_controlled_1000_20260506,v3_request_000647,西安,standard,soft,4700,2820,below,relabel_budget_level_only,limited,limited,,4100-5000,5600-7200,7600-10400,10800-15400
legacy_controlled_1000_20260506,v3_request_000654,苏州,limited,soft,2200,2218,below,full_request_rebudget_or_regen,limited,,,2500-3200,3500-4700,4900-6800,7100-10300
legacy_controlled_1000_20260506,v3_request_000646,珠海,standard,soft,4500,3372,below,relabel_budget_level_only,limited,limited,,3600-4600,5100-6800,7200-10100,10500-15300
legacy_controlled_1000_20260506,v3_request_000667,上海,limited,soft,2400,2208,below,full_request_rebudget_or_regen,limited,,,2900-3800,4400-6000,6400-9200,9600-14200
legacy_controlled_1000_20260506,v3_request_000668,桂林,limited,soft,1800,1631,below,full_request_rebudget_or_regen,limited,,,2800-3200,3500-4200,4400-5600,5900-8000
legacy_controlled_1000_20260506,v3_request_000663,北京,premium,soft,19300,19864,below,relabel_budget_level_only,comfortable,comfortable,,10200-11600,12400-14900,15500-19600,20300-27200
legacy_controlled_1000_20260506,v3_request_000642,武汉,standard,soft,5100,3448,below,relabel_budget_level_only,limited,limited,,4800-5900,6500-8400,8800-11900,12500-17700
legacy_controlled_1000_20260506,v3_request_000661,宁波,premium,soft,8600,8600,below,relabel_budget_level_only,comfortable,comfortable,comfortable,3500-4300,4700-6100,6400-8700,9100-12900
legacy_controlled_1000_20260506,v3_request_000670,厦门,limited,soft,2800,2536,below,full_request_rebudget_or_regen,limited,,,3700-4600,5100-6600,6900-9400,9800-14000
legacy_controlled_1000_20260506,v3_request_000678,南京,standard,soft,1100,706,below,full_request_rebudget_or_regen,limited,,,1200-1400,1500-1900,2000-2600,2700-3800
legacy_controlled_1000_20260506,v3_request_000680,桂林,standard,soft,2300,1990,below,relabel_budget_level_only,limited,limited,,2100-2600,2800-3600,3700-5000,5200-7300
legacy_controlled_1000_20260506,v3_request_000682,扬州,standard,soft,1100,1167,below,relabel_budget_level_only,limited,limited,limited,1000-1200,1300-1700,1700-2300,2400-3400
legacy_controlled_1000_20260506,v3_request_000681,西安,standard,soft,5200,3108,below,full_request_rebudget_or_regen,limited,,,4100-5000,5600-7200,7600-10400,10800-15400
legacy_controlled_1000_20260506,v3_request_000676,厦门,standard,soft,9700,5995,below,full_request_rebudget_or_regen,standard,,,7300-8900,9800-12700,13300-18000,18800-26700
legacy_controlled_1000_20260506,v3_request_000685,大理,limited,hard,2000,1530,below,full_request_rebudget_or_regen,limited,,,2800-3500,3800-5000,5200-7100,7400-10600
legacy_controlled_1000_20260506,v3_request_000679,青岛,standard,soft,5700,4802,below,relabel_budget_level_only,limited,limited,,4900-6000,6600-8500,8900-12100,12600-17800
legacy_controlled_1000_20260506,v3_request_000687,重庆,standard,soft,10800,6624,below,full_request_rebudget_or_regen,standard,,,7900-9800,10900-14200,14900-20400,21300-30500
legacy_controlled_1000_20260506,v3_request_000686,哈尔滨,standard,hard,3500,3022,below,relabel_budget_level_only,limited,limited,,3100-4000,4500-6000,6300-8800,9300-13500
legacy_controlled_1000_20260506,v3_request_000693,三亚,standard,soft,2400,2152,below,full_request_rebudget_or_regen,limited,,,2500-2800,3000-3500,3700-4600,4800-6400
legacy_controlled_1000_20260506,v3_request_000692,杭州,limited,soft,2300,2056,below,full_request_rebudget_or_regen,limited,,,3100-3500,3800-4600,4800-6200,6400-8700
legacy_controlled_1000_20260506,v3_request_000674,深圳,standard,soft,7700,6460,below,relabel_budget_level_only,limited,limited,,6500-8300,9400-12700,13500-19000,19900-29100
legacy_controlled_1000_20260506,v3_request_000698,成都,limited,soft,4700,4591,below,full_request_rebudget_or_regen,limited,,,5400-6500,7100-8900,9400-12500,13000-18200
legacy_controlled_1000_20260506,v3_request_000697,上海,standard,soft,3100,3204,below,relabel_budget_level_only,limited,limited,limited,3100-3500,3800-4600,4800-6200,6400-8700
legacy_controlled_1000_20260506,v3_request_000699,苏州,standard,soft,3300,2318,below,relabel_budget_level_only,limited,limited,,3200-3800,4100-5000,5200-6800,7100-9700
legacy_controlled_1000_20260506,v3_request_000704,北京,standard,soft,1700,1458,below,relabel_budget_level_only,limited,limited,,1500-2000,2300-3100,3300-4700,4900-7200
legacy_controlled_1000_20260506,v3_request_000700,厦门,limited,soft,2800,2562,below,full_request_rebudget_or_regen,limited,,,3000-3900,4400-5900,6200-8800,9200-13400
legacy_controlled_1000_20260506,v3_request_000711,沈阳,standard,soft,1700,1671,below,full_request_rebudget_or_regen,limited,,,1800-2100,2200-2800,2900-3700,3900-5300
legacy_controlled_1000_20260506,v3_request_000703,青岛,comfortable,soft,10700,9124,below,relabel_budget_level_only,standard,standard,,7700-8700,9300-11200,11700-14800,15300-20600
legacy_controlled_1000_20260506,v3_request_000712,厦门,standard,soft,2900,2524,below,relabel_budget_level_only,limited,limited,,2700-3300,3700-4800,5100-7000,7300-10400
legacy_controlled_1000_20260506,v3_request_000684,扬州,premium,soft,12200,10016,below,relabel_budget_level_only,comfortable,comfortable,comfortable,6200-7100,7700-9400,9800-12600,13100-17900
legacy_controlled_1000_20260506,v3_request_000719,丽江,standard,soft,4800,3114,below,full_request_rebudget_or_regen,limited,,,3800-4700,5200-6700,7000-9500,10000-14200
legacy_controlled_1000_20260506,v3_request_000722,成都,standard,soft,20100,18930,above,relabel_level_and_amount_to_teacher_total,standard,,standard,11500-13800,15100-19300,20200-27100,28200-39700
legacy_controlled_1000_20260506,v3_request_000723,黄山,standard,soft,4500,4282,below,relabel_budget_level_only,limited,limited,limited,3700-4500,4900-6300,6600-8900,9300-13100
legacy_controlled_1000_20260506,v3_request_000721,厦门,limited,soft,3400,3358,below,full_request_rebudget_or_regen,limited,,,3500-4300,4900-6400,6700-9200,9600-13800
legacy_controlled_1000_20260506,v3_request_000717,扬州,standard,soft,8400,8247,above,relabel_budget_level_only,comfortable,comfortable,comfortable,5000-5800,6300-7900,8200-10800,11200-15500
legacy_controlled_1000_20260506,v3_request_000706,西安,limited,soft,7000,5607,below,full_request_rebudget_or_regen,limited,,,7800-9500,10600-13700,14400-19600,20400-29000
legacy_controlled_1000_20260506,v3_request_000691,长沙,comfortable,soft,4100,3044,below,full_request_rebudget_or_regen,standard,,,3500-3900,4200-4900,5100-6300,6600-8700
legacy_controlled_1000_20260506,v3_request_000741,南京,standard,soft,2100,2046,below,relabel_budget_level_only,limited,limited,limited,2000-2300,2500-3000,3200-4100,4300-5800
legacy_controlled_1000_20260506,v3_request_000724,重庆,standard,soft,4700,3108,below,relabel_budget_level_only,limited,limited,,4300-5200,5700-7400,7800-10500,11000-15600
legacy_controlled_1000_20260506,v3_request_000738,张家界,comfortable,soft,6600,5648,below,relabel_budget_level_only,standard,standard,standard,4000-4800,5200-6600,6900-9200,9500-13300
legacy_controlled_1000_20260506,v3_request_000737,杭州,limited,soft,17200,16450,above,relabel_budget_level_only,standard,standard,,13000-15300,16700-20800,21700-28600,29800-41300
legacy_controlled_1000_20260506,v3_request_000746,西安,limited,soft,2800,2370,below,full_request_rebudget_or_regen,limited,,,4300-5200,5700-7400,7800-10500,11000-15600
legacy_controlled_1000_20260506,v3_request_000732,重庆,limited,soft,1900,1983,below,full_request_rebudget_or_regen,limited,,,2700-3200,3500-4300,4500-5900,6100-8400
legacy_controlled_1000_20260506,v3_request_000759,福州,limited,soft,1800,1886,below,full_request_rebudget_or_regen,limited,,,2600-3100,3500-4500,4700-6400,6700-9600
legacy_controlled_1000_20260506,v3_request_000768,哈尔滨,limited,soft,1600,1519,below,full_request_rebudget_or_regen,limited,,,2000-2300,2500-3000,3200-4100,4300-5800
legacy_controlled_1000_20260506,v3_request_000752,泉州,standard,soft,3200,3139,below,full_request_rebudget_or_regen,limited,,,3400-3900,4200-5000,5200-6600,6900-9300
legacy_controlled_1000_20260506,v3_request_000781,西安,limited,soft,5700,4180,above,full_request_rebudget_or_regen,limited,,,4400-5500,6100-7900,8300-11500,12000-17100
legacy_controlled_1000_20260506,v3_request_000786,丽江,standard,soft,3300,2868,below,relabel_budget_level_only,limited,limited,limited,2700-3300,3700-4800,5100-7000,7300-10400
legacy_controlled_1000_20260506,v3_request_000782,成都,standard,soft,3200,2887,below,full_request_rebudget_or_regen,limited,,,3800-4300,4600-5400,5600-6900,7200-9500
legacy_controlled_1000_20260506,v3_request_000783,上海,limited,soft,3200,3306,below,full_request_rebudget_or_regen,limited,,,4400-5500,6200-8300,8700-12200,12800-18500
legacy_controlled_1000_20260506,v3_request_000779,丽江,standard,soft,2700,2719,below,full_request_rebudget_or_regen,limited,,,2800-3200,3500-4200,4400-5600,5900-8000
legacy_controlled_1000_20260506,v3_request_000792,西安,limited,hard,2400,1990,below,full_request_rebudget_or_regen,limited,,,2500-3200,3600-4800,5100-7200,7500-11000
legacy_controlled_1000_20260506,v3_request_000793,深圳,standard,soft,1800,1500,below,relabel_budget_level_only,limited,limited,,1700-2000,2200-2800,3000-4000,4200-5900
legacy_controlled_1000_20260506,v3_request_000795,大理,standard,soft,9400,7156,below,relabel_budget_level_only,limited,limited,,7900-9600,10600-13600,14300-19300,20200-28600
legacy_controlled_1000_20260506,v3_request_000773,广州,limited,soft,6500,6056,below,full_request_rebudget_or_regen,limited,,,8200-10500,11800-16000,16900-23800,25000-36500
legacy_controlled_1000_20260506,v3_request_000787,西安,limited,hard,6000,5680,below,full_request_rebudget_or_regen,limited,,,6500-8300,9400-12700,13500-19000,19900-29100
legacy_controlled_1000_20260506,v3_request_000785,北京,premium,soft,15700,15044,below,relabel_budget_level_only,comfortable,comfortable,comfortable,7900-9300,10100-12600,13200-17300,18000-24900
legacy_controlled_1000_20260506,v3_request_000805,大连,limited,soft,2100,1618,below,full_request_rebudget_or_regen,limited,,,2300-2700,2900-3600,3800-4900,5100-7000
legacy_controlled_1000_20260506,v3_request_000798,黄山,premium,soft,7400,6431,below,relabel_level_and_amount_to_teacher_total,comfortable,,comfortable,4100-4500,4800-5700,5900-7300,7500-9900
legacy_controlled_1000_20260506,v3_request_000804,西安,standard,soft,2300,1532,below,relabel_budget_level_only,limited,limited,,1800-2300,2500-3400,3500-4900,5200-7500
legacy_controlled_1000_20260506,v3_request_000800,张家界,limited,soft,11100,10220,above,relabel_level_and_amount_to_teacher_total,limited,,limited,8400-10300,11500-14900,15600-21300,22300-31800
legacy_controlled_1000_20260506,v3_request_000817,大理,limited,hard,4900,3732,below,full_request_rebudget_or_regen,limited,,,5800-7000,7800-10000,10500-14300,15000-21300
legacy_controlled_1000_20260506,v3_request_000816,武汉,standard,soft,1700,1381,below,full_request_rebudget_or_regen,limited,,,1800-2100,2300-2800,3000-3900,4100-5600
legacy_controlled_1000_20260506,v3_request_000799,苏州,standard,soft,4600,4220,below,relabel_budget_level_only,limited,limited,limited,3800-4700,5200-6700,7000-9500,10000-14200
legacy_controlled_1000_20260506,v3_request_000823,成都,limited,soft,2600,2274,below,full_request_rebudget_or_regen,limited,,,2900-3800,4300-6000,6300-9100,9600-14200
legacy_controlled_1000_20260506,v3_request_000809,长沙,limited,hard,3200,2342,below,full_request_rebudget_or_regen,limited,,,4300-5100,5600-7100,7500-10000,10400-14600
legacy_controlled_1000_20260506,v3_request_000819,广州,standard,soft,5900,3907,above,relabel_budget_level_only,comfortable,comfortable,,3200-3900,4300-5600,5800-7900,8300-11700
legacy_controlled_1000_20260506,v3_request_000830,南京,limited,soft,3300,3304,below,full_request_rebudget_or_regen,limited,,,3700-4600,5100-6600,6900-9400,9900-14100
legacy_controlled_1000_20260506,v3_request_000827,南京,standard,soft,13700,11100,above,relabel_level_and_amount_to_teacher_total,standard,,standard,7800-9400,10300-13200,13800-18500,19300-27200
legacy_controlled_1000_20260506,v3_request_000842,三亚,limited,soft,2400,2200,below,full_request_rebudget_or_regen,limited,,,2800-3500,3800-5000,5200-7100,7400-10600
legacy_controlled_1000_20260506,v3_request_000837,武汉,limited,soft,1300,1231,below,full_request_rebudget_or_regen,limited,,,2000-2300,2500-3100,3200-4200,4300-5900
legacy_controlled_1000_20260506,v3_request_000832,昆明,limited,soft,2400,2224,below,full_request_rebudget_or_regen,limited,,,3000-3900,4400-5900,6200-8800,9200-13400
legacy_controlled_1000_20260506,v3_request_000828,深圳,standard,soft,5500,4878,below,relabel_budget_level_only,limited,limited,limited,4800-5800,6300-8000,8300-11100,11500-16100
legacy_controlled_1000_20260506,v3_request_000848,长沙,standard,soft,2200,1420,below,relabel_budget_level_only,limited,limited,,2000-2400,2700-3400,3600-4900,5100-7200
legacy_controlled_1000_20260506,v3_request_000844,北京,comfortable,soft,5800,5342,below,relabel_budget_level_only,standard,standard,,4100-5000,5600-7200,7600-10400,10800-15400
legacy_controlled_1000_20260506,v3_request_000835,上海,standard,soft,9600,8572,below,relabel_level_and_amount_to_teacher_total,limited,,limited,7100-9000,10100-13400,14100-19600,20600-29800
legacy_controlled_1000_20260506,v3_request_000843,宁波,comfortable,soft,11400,8536,below,relabel_budget_level_only,standard,standard,limited,8500-9700,10300-12400,12800-16300,16800-22500
legacy_controlled_1000_20260506,v3_request_000834,泉州,standard,soft,10700,6800,above,relabel_level_and_amount_to_teacher_total,limited,,limited,6500-7600,8300-10300,10800-14200,14800-20500
legacy_controlled_1000_20260506,v3_request_000860,深圳,limited,soft,5400,4524,below,full_request_rebudget_or_regen,limited,,,5500-6900,7700-10200,10700-14900,15500-22400
legacy_controlled_1000_20260506,v3_request_000862,泉州,standard,soft,2500,2191,below,relabel_budget_level_only,limited,limited,,2500-2900,3200-3800,4000-5100,5300-7200
legacy_controlled_1000_20260506,v3_request_000864,昆明,limited,soft,1100,880,below,full_request_rebudget_or_regen,limited,,,1400-1800,2100-2800,3000-4300,4500-6600
legacy_controlled_1000_20260506,v3_request_000870,呼和浩特,limited,soft,10400,7500,above,relabel_budget_level_only,standard,standard,,7900-9400,10300-13100,13700-18200,19000-26600
legacy_controlled_1000_20260506,v3_request_000873,杭州,standard,soft,7500,6004,below,relabel_budget_level_only,limited,limited,,7000-8400,9200-11700,12200-16400,17100-24000
legacy_controlled_1000_20260506,v3_request_000874,桂林,standard,soft,6000,5152,below,relabel_budget_level_only,limited,limited,,5600-6700,7300-9200,9600-12800,13300-18600
legacy_controlled_1000_20260506,v3_request_000851,杭州,standard,hard,3200,2886,below,relabel_budget_level_only,limited,limited,,3000-3600,3900-4900,5200-6900,7200-10100
legacy_controlled_1000_20260506,v3_request_000884,成都,standard,soft,1100,1070,below,full_request_rebudget_or_regen,limited,,,1200-1500,1600-2000,2100-2800,2900-4100
legacy_controlled_1000_20260506,v3_request_000886,西安,standard,soft,2900,1962,below,relabel_budget_level_only,limited,limited,,2800-3400,3900-5100,5400-7500,7800-11200
legacy_controlled_1000_20260506,v3_request_000888,上海,standard,soft,1900,1812,below,full_request_rebudget_or_regen,limited,,,2200-2600,2800-3400,3500-4600,4700-6500
legacy_controlled_1000_20260506,v3_request_000887,苏州,comfortable,soft,9800,7038,below,relabel_budget_level_only,standard,standard,limited,6900-8000,8600-10500,10900-14100,14600-19800
