record_id,category,label,decision,reason,city,budget_level,strictness,amount,recommended_min,recommended_max,teacher_budget_total,target_min,target_max,request_budget_status,teacher_budget_status,candidate_high_ratio,candidate_reach_amount,food_pois
v3_request_406280,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,呼和浩特,limited,soft,3600,3600,4500,2710,2600,3800,ok,ok,1.1181,True,31
v3_request_404291,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,standard,soft,2200,2200,2800,1377,1300,2300,ok,ok,2.5077,True,24
v3_request_405285,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,standard,soft,4100,4100,5300,2524,2500,4300,ok,ok,2.0693,True,27
v3_request_404292,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,武汉,limited,soft,3700,3000,3700,3633,2700,3900,ok,ok,1.1824,True,34
v3_request_405289,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,苏州,comfortable,soft,6600,6600,7900,6565,4600,7300,ok,ok,1.2421,True,33
v3_request_404294,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,哈尔滨,comfortable,hard,14300,10600,14300,10552,10000,14300,ok,ok,1.1312,True,34
v3_request_405296,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,limited,hard,1700,1700,2000,1238,1200,1700,ok,ok,3.2659,True,26
v3_request_404242,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,宁波,premium,soft,24800,21000,28600,19292,18600,27800,ok,ok,1.2635,True,31
v3_request_404265,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,成都,standard,soft,2600,2200,3100,1914,1600,2700,ok,ok,1.1408,True,30
v3_request_404299,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,洛阳,limited,soft,7000,6300,7700,6255,5000,7400,ok,ok,1.2936,True,29
v3_request_405298,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,宁波,standard,soft,9900,9900,13300,9956,5900,10400,ok,ok,1.138,True,16
v3_request_404297,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,天津,standard,soft,10900,8900,10900,11400,6500,11400,ok,ok,1.2762,True,30
v3_request_404288,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,深圳,limited,soft,7600,6900,8300,7203,5500,8000,ok,ok,1.1608,True,35
v3_request_404279,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,三亚,limited,soft,9400,9400,11500,9400,6800,9900,ok,ok,1.6406,True,32
v3_request_405303,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,青岛,standard,soft,2300,2300,3000,1762,1400,2400,ok,ok,1.093,True,27
v3_request_406304,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,南京,standard,soft,3200,2800,3500,2072,1900,3400,ok,ok,1.0406,True,22
v3_request_404295,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,贵阳,comfortable,none,6300,5400,7100,3005,0,0,ok,no_budget_policy,1.0573,True,33
v3_request_404287,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,西安,standard,soft,4100,4100,5300,3327,2500,4300,ok,ok,1.2388,True,37
v3_request_405307,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,青岛,premium,none,12100,12100,17300,4538,0,0,ok,no_budget_policy,0.8717,False,37
v3_request_404311,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,三亚,comfortable,soft,5600,5600,7500,4928,3900,6200,ok,ok,1.6111,True,32
v3_request_405314,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,苏州,standard,hard,5000,5000,6500,4576,3000,5000,ok,ok,1.4592,True,28
v3_request_404313,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,standard,soft,2600,2200,3100,2680,1600,2700,ok,ok,1.5546,True,21
v3_request_404290,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,呼和浩特,standard,soft,3600,3100,4200,3266,2200,3800,ok,ok,1.3744,True,22
v3_request_404302,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,深圳,comfortable,soft,2300,2000,2700,1658,1600,2500,ok,ok,1.3674,True,37
v3_request_404310,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,西安,comfortable,soft,14900,12900,17000,14790,10400,16400,ok,ok,1.0371,True,31
v3_request_404318,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,成都,limited,soft,2700,2300,3000,2596,1900,2800,ok,ok,1.5281,True,27
v3_request_405317,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,comfortable,soft,2100,2100,2800,2034,1500,2300,ok,ok,2.3114,True,29
v3_request_404315,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,沈阳,comfortable,soft,7000,7000,9300,5028,4900,7700,ok,ok,1.648,True,32
v3_request_405308,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,长沙,limited,soft,5900,5000,5900,6155,4200,6200,ok,ok,1.7847,True,38
v3_request_404316,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,长沙,standard,none,10100,9000,11300,5514,0,0,ok,no_budget_policy,1.0034,True,35
v3_request_404324,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,西安,standard,soft,3100,2200,3100,2380,1900,3300,ok,ok,1.0755,True,29
v3_request_404325,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,三亚,limited,soft,5500,4900,6100,5540,4000,5800,ok,ok,1.9542,True,26
v3_request_404309,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,西安,comfortable,soft,7600,5500,7600,7373,5300,8400,ok,ok,1.0446,True,31
v3_request_405326,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,青岛,standard,none,6500,6500,8200,5840,0,0,ok,no_budget_policy,1.1142,True,27
v3_request_406327,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,张家界,comfortable,soft,8000,8000,10800,8000,5600,8800,ok,ok,1.1856,True,31
v3_request_405305,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,西安,comfortable,soft,9700,8300,11100,7036,6800,10700,ok,ok,1.0136,True,35
v3_request_404330,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,南京,comfortable,none,10100,10100,13000,5116,0,0,ok,no_budget_policy,1.5118,True,30
v3_request_404328,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,青岛,comfortable,soft,18500,18500,24800,18092,13000,20400,ok,ok,1.4736,True,36
v3_request_404301,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,深圳,standard,soft,7100,7100,8900,6158,4300,7500,ok,ok,1.0648,True,32
v3_request_404323,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,深圳,premium,soft,10800,10800,15400,8770,8100,12100,ok,ok,1.1931,True,40
v3_request_405333,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,杭州,limited,soft,6000,4800,6000,4400,4300,6300,ok,ok,1.405,True,37
v3_request_404312,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,昆明,standard,soft,10000,10000,13400,8284,6000,10500,ok,ok,1.0902,True,25
v3_request_404335,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,成都,limited,soft,5000,4100,5000,3722,3600,5200,ok,ok,1.546,True,27
v3_request_404332,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,广州,standard,soft,7400,7400,9900,6628,4400,7800,ok,ok,1.2824,True,23
v3_request_404336,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,standard,soft,2200,2200,2800,1972,1300,2300,ok,ok,2.5486,True,24
v3_request_405339,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,长沙,standard,soft,2500,2500,3100,1790,1500,2600,ok,ok,1.1012,True,27
v3_request_404337,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,张家界,limited,hard,7000,7000,8200,5682,5000,7000,ok,ok,1.7649,True,26
v3_request_405340,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,天津,limited,soft,5600,5100,6200,5589,4000,5900,ok,ok,1.5396,True,33
v3_request_404343,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,桂林,limited,hard,1800,1400,1800,1306,1300,1800,ok,ok,1.5567,True,39
v3_request_404347,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,standard,soft,4800,3500,4800,2932,2900,5000,ok,ok,1.6987,True,24
v3_request_404338,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,丽江,standard,soft,6600,6600,8300,6560,4000,6900,ok,ok,1.3241,True,31
v3_request_404348,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,济南,limited,soft,6200,5100,6200,5054,4500,6500,ok,ok,1.8344,True,33
v3_request_404349,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,青岛,limited,none,6500,5200,6500,6046,0,0,ok,no_budget_policy,1.2766,True,29
v3_request_404351,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,丽江,limited,soft,1400,1400,1700,1099,1000,1500,ok,ok,1.1971,True,27
v3_request_404319,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,苏州,standard,soft,6900,6000,7700,6703,4100,7200,ok,ok,1.2161,True,33
v3_request_405341,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,宁波,standard,soft,10300,8300,10300,7985,6200,10800,ok,ok,1.1363,True,30
v3_request_406352,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,扬州,luxury,soft,6700,6700,8600,6650,5000,7900,ok,ok,1.1427,True,35
v3_request_404361,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,广州,luxury,soft,3500,3500,4600,3529,2600,4100,ok,ok,1.4457,True,38
v3_request_404356,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,comfortable,soft,5600,4900,6300,3900,3900,6200,ok,ok,1.7304,True,31
v3_request_404365,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,济南,standard,soft,2400,2100,2800,1592,1400,2500,ok,ok,1.0592,True,23
v3_request_405359,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,沈阳,limited,soft,4500,3600,4500,4161,3200,4700,ok,ok,1.1433,True,33
v3_request_405357,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,standard,soft,9500,7700,9500,8354,5700,10000,ok,ok,1.5943,True,30
v3_request_404363,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,洛阳,limited,hard,2700,2700,3200,2638,1900,2700,ok,ok,1.3548,True,22
v3_request_405366,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,limited,soft,3300,3000,3600,2540,2400,3500,ok,ok,1.4703,True,23
v3_request_404370,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,苏州,limited,soft,1000,900,1100,727,700,1000,ok,ok,1.454,True,23
v3_request_404354,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,南京,limited,none,6200,5600,6800,3626,0,0,ok,no_budget_policy,1.5097,True,24
v3_request_404372,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,珠海,limited,soft,4500,3600,4500,3431,3200,4700,ok,ok,1.5004,True,31
v3_request_404367,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,南京,standard,soft,9900,7700,9900,5924,5900,10400,ok,ok,1.019,True,33
v3_request_405376,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,宁波,standard,soft,3600,3100,4200,3076,2200,3800,ok,ok,1.4833,True,22
v3_request_404364,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,深圳,standard,hard,6100,6100,7900,4141,3700,6100,ok,ok,1.2393,True,32
v3_request_404373,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,天津,comfortable,none,10300,8900,11800,4350,0,0,ok,no_budget_policy,1.1738,True,30
v3_request_404379,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,三亚,comfortable,soft,7500,5600,7500,6029,5200,8200,ok,ok,1.2077,True,40
v3_request_405378,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,武汉,comfortable,soft,9500,8000,10900,8154,6600,10400,ok,ok,1.2767,True,34
v3_request_405377,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,西安,limited,soft,12500,10200,12500,12228,9000,13100,ok,ok,1.0662,True,33
v3_request_404385,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,成都,limited,soft,1200,1000,1300,1178,900,1300,ok,ok,1.2,True,27
v3_request_404387,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,深圳,comfortable,hard,6900,6900,9700,5936,4800,6900,ok,ok,1.7362,True,40
v3_request_405386,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,comfortable,soft,7200,7200,8600,6736,5000,7900,ok,ok,1.4769,True,40
v3_request_404369,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,昆明,comfortable,soft,17800,15300,20300,13356,12500,19600,ok,ok,1.1634,True,39
v3_request_404374,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,昆明,standard,none,8700,7000,8700,4277,0,0,ok,no_budget_policy,1.2431,True,31
v3_request_406389,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,杭州,standard,soft,4100,4100,5300,3112,2500,4300,ok,ok,1.0224,True,24
v3_request_404390,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,长沙,limited,none,4100,3600,4100,1959,0,0,ok,no_budget_policy,1.0727,True,30
v3_request_404371,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,哈尔滨,limited,hard,5100,4200,5100,3969,3700,5100,ok,ok,1.3504,True,33
v3_request_404375,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,呼和浩特,comfortable,soft,6300,5400,7100,4409,4400,6900,ok,ok,1.0421,True,37
v3_request_404381,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,大连,standard,soft,5200,4700,5700,5214,3100,5500,ok,ok,1.3096,True,24
v3_request_404382,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,深圳,comfortable,soft,4500,3500,4500,3964,3200,5000,ok,ok,1.0442,True,35
v3_request_404368,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,厦门,standard,soft,14400,11400,14400,14320,8600,15100,ok,ok,1.01,True,32
v3_request_405393,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,standard,soft,5600,4300,5600,3590,3400,5900,ok,ok,1.5454,True,24
v3_request_404392,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,苏州,standard,soft,7300,6500,8200,4404,4400,7700,ok,ok,1.0722,True,27
v3_request_405399,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,济南,limited,soft,2700,2700,3400,2694,1900,2800,ok,ok,1.7941,True,26
v3_request_404391,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,厦门,luxury,soft,22500,22500,30900,22392,16900,26600,ok,ok,1.306,True,40
v3_request_406394,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,宁波,standard,soft,3200,3200,3800,2649,1900,3400,ok,ok,1.2481,True,22
v3_request_404395,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,luxury,soft,12500,9100,12500,12598,9400,14800,ok,ok,1.367,True,35
v3_request_404407,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,杭州,limited,hard,4700,4700,6100,4236,3400,4700,ok,ok,1.7783,True,34
v3_request_406409,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,贵阳,limited,soft,1200,1200,1600,1140,900,1300,ok,ok,1.2617,True,24
v3_request_405412,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,大连,limited,hard,5000,4100,5000,3744,3600,5000,ok,ok,1.5342,True,34
v3_request_404403,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,张家界,limited,soft,6900,6300,7400,6342,5000,7200,ok,ok,1.043,True,24
v3_request_405410,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,standard,soft,11100,9800,12300,11100,6700,11700,ok,ok,1.6895,True,30
v3_request_404405,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,宁波,standard,soft,4400,4400,5800,3766,2600,4600,ok,ok,1.42,True,22
v3_request_404388,repair_teacher_regen,需重生成 teacher,repair,请求预算符合新分档，但 teacher 预算低于目标区间，需要重生成 teacher。,沈阳,comfortable,soft,8600,7300,9800,5937,6000,9500,ok,below,1.5506,True,32
v3_request_404414,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,广州,standard,none,4900,4300,5500,2297,0,0,ok,no_budget_policy,1.5524,True,30
v3_request_405402,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,杭州,premium,soft,8300,8300,11700,8170,6200,9300,ok,ok,1.5255,True,40
v3_request_404396,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,天津,comfortable,soft,7700,7700,10300,5401,5400,8500,ok,ok,1.6964,True,38
v3_request_404417,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,comfortable,soft,5800,5800,7900,4490,4100,6400,ok,ok,2.32,True,39
v3_request_406421,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,哈尔滨,standard,soft,3900,3900,5100,3926,2300,4100,ok,ok,1.4651,True,28
v3_request_404383,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,standard,soft,9100,8000,10100,8716,5500,9600,ok,ok,1.484,True,24
v3_request_404416,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,郑州,comfortable,soft,5500,4600,6300,4113,3800,6100,ok,ok,1.16,True,40
v3_request_407002,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,宁波,limited,hard,4500,3600,4500,4062,3200,4500,ok,ok,1.7904,True,24
v3_request_407016,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,三亚,limited,none,3500,2800,3500,2350,0,0,ok,no_budget_policy,1.6297,True,26
v3_request_408004,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,成都,comfortable,soft,4000,3500,4500,3503,2800,4400,ok,ok,1.5192,True,33
v3_request_407015,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,厦门,standard,none,2600,2000,2600,1091,0,0,ok,no_budget_policy,0.7142,False,22
v3_request_407017,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,贵阳,limited,soft,3000,2500,3000,2208,2200,3200,ok,ok,1.0807,True,24
v3_request_407006,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,丽江,comfortable,soft,11200,11200,15000,7904,7800,12300,ok,ok,1.4062,True,37
v3_request_407008,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,深圳,limited,soft,3300,3000,3700,2790,2400,3500,ok,ok,1.3855,True,28
v3_request_407009,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,济南,standard,soft,7000,5500,7000,4203,4200,7400,ok,ok,1.1577,True,30
v3_request_407001,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,西安,standard,none,8400,8400,10900,5500,0,0,ok,no_budget_policy,1.019,True,29
v3_request_407011,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,宁波,standard,soft,4800,4800,5700,4232,2900,5000,ok,ok,1.1477,True,22
v3_request_407000,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,大理,limited,none,8400,6700,8400,4760,0,0,ok,no_budget_policy,0.8276,False,27
v3_request_408012,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,昆明,limited,soft,1500,1500,1800,1159,1100,1600,ok,ok,1.2153,True,27
v3_request_407019,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,standard,hard,3500,3500,4300,3012,2100,3500,ok,ok,2.1046,True,24
v3_request_408003,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,comfortable,soft,13000,11000,15100,12868,9100,14300,ok,ok,1.5809,True,39
v3_request_407021,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,深圳,limited,hard,1500,1500,2000,1110,1100,1500,ok,ok,1.8347,True,28
v3_request_407023,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,三亚,standard,soft,4700,3600,4700,4466,2800,4900,ok,ok,1.1309,True,31
v3_request_407024,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,济南,comfortable,none,6100,4400,6100,2512,0,0,ok,no_budget_policy,1.1534,True,32
v3_request_407034,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,珠海,standard,soft,5000,4300,5700,3472,3000,5200,ok,ok,1.3424,True,28
v3_request_409030,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,桂林,limited,soft,3000,3000,3400,2286,2200,3200,ok,ok,1.0767,True,26
v3_request_407013,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,济南,comfortable,soft,3400,3400,4300,3401,2400,3700,ok,ok,1.8244,True,32
v3_request_407028,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,三亚,limited,soft,1900,1900,2400,1902,1400,2000,ok,ok,1.9284,True,27
v3_request_407025,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,苏州,limited,none,3500,3000,3900,3122,0,0,ok,no_budget_policy,1.3566,True,30
v3_request_407020,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,standard,soft,14300,10900,14300,8988,8600,15000,ok,ok,1.1726,True,28
v3_request_407036,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,大连,limited,soft,4000,3200,4000,3856,2900,4200,ok,ok,2.0263,True,27
v3_request_407033,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,沈阳,limited,soft,7400,5900,7400,5476,5300,7800,ok,ok,1.3859,True,33
v3_request_407045,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,大连,standard,soft,1300,1100,1500,860,800,1400,ok,ok,1.3323,True,26
v3_request_408042,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,杭州,limited,soft,1500,1400,1600,1185,1100,1600,ok,ok,2.24,True,33
