record_id,category,label,decision,reason,city,budget_level,strictness,amount,recommended_min,recommended_max,teacher_budget_total,target_min,target_max,request_budget_status,teacher_budget_status,candidate_high_ratio,candidate_reach_amount,food_pois
v3_request_405119,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,南京,standard,soft,6900,6900,9200,4100,4100,7200,ok,ok,1.0355,True,22
v3_request_405125,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,comfortable,soft,15600,15600,21200,13452,10900,17200,ok,ok,1.9641,True,39
v3_request_405129,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,南京,limited,hard,1600,1400,1600,1235,1200,1600,ok,ok,1.2831,True,24
v3_request_405132,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,comfortable,soft,10700,9300,12100,9636,7500,11800,ok,ok,1.4419,True,29
v3_request_405150,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,limited,hard,3300,3000,3700,2486,2400,3300,ok,ok,1.7812,True,33
v3_request_405173,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,standard,soft,8400,6500,8400,6367,5000,8800,ok,ok,1.0945,True,31
v3_request_405176,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,武汉,limited,soft,2800,2800,3200,2124,2000,2900,ok,ok,1.0757,True,27
v3_request_405193,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,长沙,limited,soft,3800,3800,4700,2968,2700,4000,ok,ok,1.5347,True,30
v3_request_405200,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,南京,comfortable,soft,4100,3600,4500,4053,2900,4500,ok,ok,1.3593,True,40
v3_request_405201,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,沈阳,limited,soft,2400,2000,2400,1988,1700,2500,ok,ok,1.0296,True,27
v3_request_405205,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,西安,limited,hard,2100,1900,2300,1523,1500,2100,ok,ok,1.0824,True,25
v3_request_405209,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,西安,limited,hard,3900,3900,5000,3849,2800,3900,ok,ok,1.4608,True,36
v3_request_405214,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,深圳,comfortable,soft,4600,4600,5600,4582,3200,5100,ok,ok,1.1737,True,35
v3_request_405215,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,哈尔滨,limited,soft,7100,6300,7900,7242,5100,7500,ok,ok,1.2658,True,28
v3_request_405216,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,三亚,standard,soft,1900,1900,2300,1666,1100,2000,ok,ok,1.1916,True,23
v3_request_405217,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,成都,standard,soft,6500,5500,7400,5140,3900,6800,ok,ok,1.0818,True,31
v3_request_405222,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,广州,comfortable,soft,12900,12900,17000,12232,9000,14200,ok,ok,1.5395,True,40
v3_request_405224,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,深圳,standard,soft,4300,4300,5600,3073,2600,4500,ok,ok,1.0556,True,25
v3_request_405236,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,成都,limited,soft,6100,6100,7500,6057,4400,6400,ok,ok,1.6613,True,33
v3_request_405237,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,三亚,standard,soft,2600,2300,2900,1745,1600,2700,ok,ok,1.1096,True,30
v3_request_405239,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,武汉,comfortable,soft,10900,8000,10900,10470,7600,12000,ok,ok,1.1444,True,40
v3_request_405240,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,limited,soft,4200,3700,4700,3770,3000,4400,ok,ok,1.5814,True,23
v3_request_405254,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,广州,comfortable,soft,5300,5300,7400,4032,3700,5800,ok,ok,1.3366,True,33
v3_request_405258,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,三亚,comfortable,soft,8700,8700,11500,7256,6100,9600,ok,ok,1.6992,True,32
v3_request_405275,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,青岛,comfortable,soft,10700,10700,13500,7994,7500,11800,ok,ok,1.3592,True,40
v3_request_405284,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,comfortable,soft,2100,2100,2800,2236,1500,2300,ok,ok,2.2524,True,29
v3_request_405285,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,standard,soft,4100,4100,5300,2524,2500,4300,ok,ok,2.0693,True,27
v3_request_405289,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,苏州,comfortable,soft,6600,6600,7900,6565,4600,7300,ok,ok,1.2421,True,33
v3_request_405296,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,limited,hard,1700,1700,2000,1238,1200,1700,ok,ok,3.2659,True,26
v3_request_405298,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,宁波,standard,soft,9900,9900,13300,9956,5900,10400,ok,ok,1.138,True,16
v3_request_405303,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,青岛,standard,soft,2300,2300,3000,1762,1400,2400,ok,ok,1.093,True,27
v3_request_405305,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,西安,comfortable,soft,9700,8300,11100,7036,6800,10700,ok,ok,1.0136,True,35
v3_request_405308,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,长沙,limited,soft,5900,5000,5900,6155,4200,6200,ok,ok,1.7847,True,38
v3_request_405314,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,苏州,standard,hard,5000,5000,6500,4576,3000,5000,ok,ok,1.4592,True,28
v3_request_405317,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,comfortable,soft,2100,2100,2800,2034,1500,2300,ok,ok,2.3114,True,29
v3_request_405333,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,杭州,limited,soft,6000,4800,6000,4400,4300,6300,ok,ok,1.405,True,37
v3_request_405339,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,长沙,standard,soft,2500,2500,3100,1790,1500,2600,ok,ok,1.1012,True,27
v3_request_405340,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,天津,limited,soft,5600,5100,6200,5589,4000,5900,ok,ok,1.5396,True,33
v3_request_405341,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,宁波,standard,soft,10300,8300,10300,7985,6200,10800,ok,ok,1.1363,True,30
v3_request_405357,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,standard,soft,9500,7700,9500,8354,5700,10000,ok,ok,1.5943,True,30
v3_request_405359,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,沈阳,limited,soft,4500,3600,4500,4161,3200,4700,ok,ok,1.1433,True,33
v3_request_405366,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,limited,soft,3300,3000,3600,2540,2400,3500,ok,ok,1.4703,True,23
v3_request_405376,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,宁波,standard,soft,3600,3100,4200,3076,2200,3800,ok,ok,1.4833,True,22
v3_request_405377,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,西安,limited,soft,12500,10200,12500,12228,9000,13100,ok,ok,1.0662,True,33
v3_request_405378,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,武汉,comfortable,soft,9500,8000,10900,8154,6600,10400,ok,ok,1.2767,True,34
v3_request_405386,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,comfortable,soft,7200,7200,8600,6736,5000,7900,ok,ok,1.4769,True,40
v3_request_405393,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,standard,soft,5600,4300,5600,3590,3400,5900,ok,ok,1.5454,True,24
v3_request_405399,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,济南,limited,soft,2700,2700,3400,2694,1900,2800,ok,ok,1.7941,True,26
v3_request_405402,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,杭州,premium,soft,8300,8300,11700,8170,6200,9300,ok,ok,1.5255,True,40
v3_request_405410,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,standard,soft,11100,9800,12300,11100,6700,11700,ok,ok,1.6895,True,30
v3_request_405412,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,大连,limited,hard,5000,4100,5000,3744,3600,5000,ok,ok,1.5342,True,34
v3_request_406004,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,成都,standard,soft,9200,7100,9200,9200,5500,9700,ok,ok,1.0663,True,25
v3_request_406007,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,南京,comfortable,soft,7600,6300,8800,7664,5300,8400,ok,ok,1.9426,True,40
v3_request_406018,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,成都,standard,soft,4600,4000,5300,4580,2800,4800,ok,ok,1.2565,True,25
v3_request_406021,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,comfortable,soft,10900,10900,15000,10656,7600,12000,ok,ok,2.1928,True,29
v3_request_406071,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,苏州,comfortable,soft,5100,4200,5100,3692,3600,5600,ok,ok,1.1227,True,30
v3_request_406093,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,成都,standard,soft,9100,7800,10300,9160,5500,9600,ok,ok,1.5105,True,25
v3_request_406120,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,三亚,standard,soft,6000,5200,6700,4490,3600,6300,ok,ok,1.2363,True,23
v3_request_406172,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,沈阳,limited,soft,1100,1100,1300,872,800,1200,ok,ok,1.4555,True,27
v3_request_406190,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,西安,limited,soft,3000,2700,3400,2259,2200,3200,ok,ok,1.2203,True,25
v3_request_406213,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,长沙,standard,soft,7200,7200,9400,5444,4300,7600,ok,ok,1.2242,True,30
v3_request_406261,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,苏州,limited,soft,4000,4000,5000,3314,2900,4200,ok,ok,1.5938,True,32
v3_request_406280,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,呼和浩特,limited,soft,3600,3600,4500,2710,2600,3800,ok,ok,1.1181,True,31
v3_request_406304,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,南京,standard,soft,3200,2800,3500,2072,1900,3400,ok,ok,1.0406,True,22
v3_request_406327,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,张家界,comfortable,soft,8000,8000,10800,8000,5600,8800,ok,ok,1.1856,True,31
v3_request_406352,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,扬州,luxury,soft,6700,6700,8600,6650,5000,7900,ok,ok,1.1427,True,35
v3_request_406389,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,杭州,standard,soft,4100,4100,5300,3112,2500,4300,ok,ok,1.0224,True,24
v3_request_406394,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,宁波,standard,soft,3200,3200,3800,2649,1900,3400,ok,ok,1.2481,True,22
v3_request_406409,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,贵阳,limited,soft,1200,1200,1600,1140,900,1300,ok,ok,1.2617,True,24
v3_request_406421,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,哈尔滨,standard,soft,3900,3900,5100,3926,2300,4100,ok,ok,1.4651,True,28
v3_request_407002,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,宁波,limited,hard,4500,3600,4500,4062,3200,4500,ok,ok,1.7904,True,24
v3_request_407005,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,limited,soft,3900,3400,4300,2830,2800,4100,ok,ok,2.7185,True,30
v3_request_407006,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,丽江,comfortable,soft,11200,11200,15000,7904,7800,12300,ok,ok,1.4062,True,37
v3_request_407008,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,深圳,limited,soft,3300,3000,3700,2790,2400,3500,ok,ok,1.3855,True,28
v3_request_407009,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,济南,standard,soft,7000,5500,7000,4203,4200,7400,ok,ok,1.1577,True,30
v3_request_407011,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,宁波,standard,soft,4800,4800,5700,4232,2900,5000,ok,ok,1.1477,True,22
v3_request_407013,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,济南,comfortable,soft,3400,3400,4300,3401,2400,3700,ok,ok,1.8244,True,32
v3_request_407017,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,贵阳,limited,soft,3000,2500,3000,2208,2200,3200,ok,ok,1.0807,True,24
v3_request_407018,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,深圳,comfortable,soft,8700,8700,12200,6130,6100,9600,ok,ok,1.4221,True,33
v3_request_407019,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,standard,hard,3500,3500,4300,3012,2100,3500,ok,ok,2.1046,True,24
v3_request_407020,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,standard,soft,14300,10900,14300,8988,8600,15000,ok,ok,1.1726,True,28
v3_request_407021,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,深圳,limited,hard,1500,1500,2000,1110,1100,1500,ok,ok,1.8347,True,28
v3_request_407023,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,三亚,standard,soft,4700,3600,4700,4466,2800,4900,ok,ok,1.1309,True,31
v3_request_407028,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,三亚,limited,soft,1900,1900,2400,1902,1400,2000,ok,ok,1.9284,True,27
v3_request_407029,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,limited,soft,18000,16600,19400,17155,13000,18900,ok,ok,2.1233,True,32
v3_request_407033,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,沈阳,limited,soft,7400,5900,7400,5476,5300,7800,ok,ok,1.3859,True,33
v3_request_407034,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,珠海,standard,soft,5000,4300,5700,3472,3000,5200,ok,ok,1.3424,True,28
v3_request_407036,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,大连,limited,soft,4000,3200,4000,3856,2900,4200,ok,ok,2.0263,True,27
v3_request_407037,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,沈阳,comfortable,soft,9400,8200,10500,7562,6600,10300,ok,ok,1.0666,True,32
v3_request_407038,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,泉州,limited,soft,9600,7700,9600,9598,6900,10100,ok,ok,1.1856,True,28
v3_request_407039,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,洛阳,comfortable,hard,7300,7300,9900,5257,5100,7300,ok,ok,1.1475,True,27
v3_request_407040,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,南京,limited,hard,5100,4200,5100,3732,3700,5100,ok,ok,1.4684,True,32
v3_request_407045,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,大连,standard,soft,1300,1100,1500,860,800,1400,ok,ok,1.3323,True,26
v3_request_407046,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,大连,standard,soft,6600,6600,8300,6482,4000,6900,ok,ok,1.1536,True,24
v3_request_407049,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,苏州,comfortable,soft,9300,9300,11800,8692,6500,10200,ok,ok,1.3288,True,30
v3_request_407051,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,三亚,comfortable,soft,15700,11900,15700,15368,11000,17300,ok,ok,1.3017,True,40
v3_request_407052,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,苏州,standard,hard,8400,8400,10600,8084,5000,8400,ok,ok,1.26,True,21
v3_request_407057,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,standard,soft,2200,2200,3100,2156,1300,2300,ok,ok,1.8345,True,21
v3_request_407058,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,福州,limited,hard,2200,1900,2200,1605,1600,2200,ok,ok,1.2809,True,30
v3_request_407059,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,大连,limited,soft,3500,3500,4200,3640,2500,3700,ok,ok,1.676,True,27
v3_request_407061,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,成都,standard,soft,5000,4400,5700,4722,3000,5200,ok,ok,1.3464,True,29
v3_request_407065,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,成都,limited,soft,4600,4600,6000,4596,3300,4800,ok,ok,1.7265,True,27
v3_request_407066,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,成都,standard,soft,5900,5900,7600,3728,3500,6200,ok,ok,1.0095,True,31
v3_request_407069,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,扬州,limited,hard,7800,6800,8700,6732,5600,7800,ok,ok,1.6992,True,26
v3_request_407072,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,厦门,comfortable,soft,7300,5800,7300,7337,5100,8000,ok,ok,1.1984,True,29
v3_request_407073,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,杭州,comfortable,soft,12900,10900,15000,9028,9000,14200,ok,ok,1.3645,True,33
v3_request_407074,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,premium,soft,12800,10500,15100,12236,9600,14300,ok,ok,1.3155,True,35
v3_request_407076,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,limited,soft,3800,3800,4800,3002,2700,4000,ok,ok,2.79,True,26
v3_request_407077,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,天津,comfortable,soft,6800,5100,6800,4836,4800,7500,ok,ok,1.2512,True,37
v3_request_407078,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,杭州,luxury,soft,26000,26000,34700,26000,19500,30700,ok,ok,1.1995,True,35
v3_request_407079,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,南京,standard,soft,5000,5000,6700,4199,3000,5200,ok,ok,1.1672,True,30
v3_request_407080,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,limited,soft,10500,8200,10500,8136,7600,11000,ok,ok,1.516,True,23
v3_request_407081,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,comfortable,soft,13100,13100,17200,10886,9200,14400,ok,ok,1.934,True,33
v3_request_407082,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,宁波,comfortable,soft,13100,11400,14800,13052,9200,14400,ok,ok,1.3747,True,37
v3_request_407084,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,呼和浩特,limited,hard,2000,2000,2600,1764,1400,2000,ok,ok,1.187,True,26
v3_request_407088,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,长沙,comfortable,soft,4700,4100,5400,3347,3300,5200,ok,ok,1.047,True,37
v3_request_407089,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,成都,standard,soft,17200,15100,19300,17860,10300,18100,ok,ok,1.3267,True,30
v3_request_407091,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,哈尔滨,limited,soft,7400,7400,9000,6250,5300,7800,ok,ok,1.727,True,33
v3_request_407094,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,成都,comfortable,soft,6900,5800,7900,6525,4800,7600,ok,ok,1.6488,True,40
v3_request_407098,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,comfortable,soft,14300,12200,16400,14022,10000,15700,ok,ok,1.7301,True,39
v3_request_407099,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,广州,limited,soft,1000,1000,1200,729,700,1000,ok,ok,2.252,True,30
v3_request_407100,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,贵阳,comfortable,soft,8100,8100,10900,7350,5700,8900,ok,ok,1.6163,True,38
v3_request_407101,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,南京,limited,soft,9000,8300,9800,7745,6500,9400,ok,ok,1.9006,True,25
v3_request_407105,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,重庆,standard,soft,6100,6100,8200,3922,3700,6400,ok,ok,1.0308,True,31
v3_request_407107,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,宁波,comfortable,soft,13900,13900,19000,13660,9700,15300,ok,ok,1.9109,True,38
v3_request_407109,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,standard,soft,2200,2200,2800,1903,1300,2300,ok,ok,1.2927,True,19
v3_request_407110,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,西安,limited,soft,3100,2400,3100,2270,2200,3300,ok,ok,1.1297,True,25
v3_request_407111,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,成都,limited,hard,4600,3700,4600,3384,3300,4600,ok,ok,1.8096,True,33
v3_request_407112,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,西安,premium,soft,13100,13100,18300,9821,9800,14700,ok,ok,1.1062,True,40
v3_request_407113,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,南京,standard,soft,5500,5500,7200,3508,3300,5800,ok,ok,1.2738,True,22
v3_request_407114,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,厦门,limited,soft,2400,2000,2400,2308,1700,2500,ok,ok,1.04,True,26
v3_request_407116,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,长沙,limited,soft,1200,1200,1400,942,900,1300,ok,ok,1.5983,True,30
v3_request_407117,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,珠海,comfortable,soft,4600,4600,6300,3206,3200,5100,ok,ok,1.7961,True,32
v3_request_407118,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,杭州,standard,soft,10900,10900,14000,7825,6500,11400,ok,ok,1.1628,True,26
v3_request_407120,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,苏州,comfortable,soft,11100,11100,14900,8069,7800,12200,ok,ok,1.8094,True,40
v3_request_407122,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,桂林,limited,hard,3800,3200,3800,2940,2700,3800,ok,ok,1.1095,True,31
