scope,batch,raw_path,line_no,record_id,category,label,decision,reason,request_source,created_at_local,city,budget_level,strictness,amount,recommended_min,recommended_max,teacher_budget_total,target_min,target_max,request_budget_status,teacher_budget_status,candidate_high_ratio,candidate_reach_amount,food_pois
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,422,v3_request_000505,drop_or_full_regen,预算训练淘汰或整条重做,drop_or_regenerate,请求预算和 teacher 预算至少两侧不匹配，预算训练建议淘汰或整条重做。,controlled,2026-05-06T04:12:09+08:00,杭州,comfortable,soft,9900,10600,14800,6418,6900,10900,below,below,0.7675,False,25
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,423,v3_request_000478,repair_teacher_regen,需重生成 teacher,repair,请求预算符合新分档，但 teacher 预算低于目标区间，需要重生成 teacher。,controlled,2026-05-06T04:12:17+08:00,贵阳,comfortable,soft,7700,7700,10300,5096,5400,8500,ok,below,0.8814,False,30
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,424,v3_request_000511,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,controlled,2026-05-06T04:12:51+08:00,大理,comfortable,none,4600,6500,8100,2600,0,0,below,no_budget_policy,0.8717,False,24
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,425,v3_request_000510,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:12:51+08:00,南京,standard,hard,3000,3500,4200,1969,1800,3000,below,ok,1.2473,True,22
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,426,v3_request_000489,drop_or_full_regen,预算训练淘汰或整条重做,drop_or_regenerate,请求预算和 teacher 预算至少两侧不匹配，预算训练建议淘汰或整条重做。,controlled,2026-05-06T04:13:21+08:00,大连,standard,soft,9000,5300,7400,5010,5400,9400,above,below,0.9291,False,23
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,427,v3_request_000516,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,controlled,2026-05-06T04:13:58+08:00,重庆,standard,none,2400,2500,3300,1704,0,0,below,no_budget_policy,1.0517,True,23
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,428,v3_request_000515,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,controlled,2026-05-06T04:14:36+08:00,黄山,comfortable,none,23700,12900,17500,6004,0,0,above,no_budget_policy,0.3664,False,30
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,429,v3_request_000523,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:15:49+08:00,西安,limited,hard,2300,2900,3800,2172,1700,2300,below,ok,1.913,True,29
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,430,v3_request_000484,repair_teacher_regen,需重生成 teacher,repair,请求预算符合新分档，但 teacher 预算低于目标区间，需要重生成 teacher。,controlled,2026-05-06T04:16:07+08:00,天津,comfortable,soft,13300,12800,17100,8591,9300,14600,ok,below,0.6341,False,22
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,431,v3_request_000512,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:16:27+08:00,丽江,comfortable,soft,3800,4500,5800,3343,2700,4200,below,ok,0.7861,False,29
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,432,v3_request_000520,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T04:17:07+08:00,大连,standard,soft,4800,4600,5900,4742,2900,5000,ok,ok,1.1083,True,26
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,433,v3_request_000519,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T04:17:29+08:00,泉州,standard,soft,10600,10400,13000,10177,6400,11100,ok,ok,1.036,True,25
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,434,v3_request_000521,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:17:33+08:00,大连,limited,soft,2200,2500,2900,2132,1600,2300,below,ok,1.7214,True,27
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,435,v3_request_000506,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:18:46+08:00,成都,limited,soft,1900,2400,2900,1894,1400,2000,below,ok,1.5637,True,26
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,436,v3_request_000525,usable_budget_candidate_tight,预算可用但候选偏紧,use_with_caution,请求和 teacher 预算都合格，但候选池高配估算低于用户预算，不适合训练用满预算。,controlled,2026-05-06T04:19:43+08:00,深圳,standard,soft,12600,10700,13200,7718,7600,13200,ok,ok,0.85,False,35
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,437,v3_request_000531,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,controlled,2026-05-06T04:20:47+08:00,苏州,standard,none,2000,2500,3100,1577,0,0,below,no_budget_policy,1.5075,True,23
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,438,v3_request_000528,usable_budget_candidate_tight,预算可用但候选偏紧,use_with_caution,请求和 teacher 预算都合格，但候选池高配估算低于用户预算，不适合训练用满预算。,controlled,2026-05-06T04:20:55+08:00,厦门,standard,soft,9000,7700,9900,5912,5400,9400,ok,ok,0.7667,False,30
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,439,v3_request_000532,drop_or_full_regen,预算训练淘汰或整条重做,drop_or_regenerate,请求预算和 teacher 预算至少两侧不匹配，预算训练建议淘汰或整条重做。,controlled,2026-05-06T04:21:52+08:00,成都,standard,soft,6200,6800,9300,3430,3700,6500,below,below,1.3435,True,29
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,440,v3_request_000526,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:22:54+08:00,广州,standard,soft,8800,10900,14200,8764,5300,9200,below,ok,1.4164,True,23
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,441,v3_request_000536,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:23:17+08:00,武汉,comfortable,soft,1500,1700,2400,1010,1000,1700,below,ok,0.7487,False,23
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,442,v3_request_000534,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,controlled,2026-05-06T04:23:27+08:00,西安,standard,none,2700,3600,4800,2496,0,0,below,no_budget_policy,1.1837,True,22
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,443,v3_request_000535,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T04:25:20+08:00,南京,limited,soft,9000,7900,9600,8108,6500,9400,ok,ok,1.4044,True,32
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,444,v3_request_000539,usable_budget_candidate_tight,预算可用但候选偏紧,use_with_caution,请求和 teacher 预算都合格，但候选池高配估算低于用户预算，不适合训练用满预算。,controlled,2026-05-06T04:26:19+08:00,丽江,comfortable,soft,9400,8000,10900,6619,6600,10300,ok,ok,0.5864,False,31
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,445,v3_request_000537,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:26:25+08:00,丽江,limited,soft,5000,5900,7600,4604,3600,5200,below,ok,1.7664,True,27
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,446,v3_request_000522,repair_teacher_regen,需重生成 teacher,repair,请求预算符合新分档，但 teacher 预算低于目标区间，需要重生成 teacher。,controlled,2026-05-06T04:27:13+08:00,苏州,comfortable,soft,3400,3200,4100,2211,2400,3700,ok,below,0.7091,False,26
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,447,v3_request_000541,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:27:21+08:00,福州,standard,soft,7500,5500,7200,4780,4500,7900,above,ok,0.912,False,37
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,448,v3_request_000544,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:27:38+08:00,苏州,comfortable,soft,1800,2400,3000,1628,1300,2000,below,ok,1.0617,True,21
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,449,v3_request_000524,drop_or_full_regen,预算训练淘汰或整条重做,drop_or_regenerate,请求预算和 teacher 预算至少两侧不匹配，预算训练建议淘汰或整条重做。,controlled,2026-05-06T04:28:09+08:00,丽江,premium,soft,6100,7600,10200,4377,4600,6800,below,below,0.6425,False,30
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,450,v3_request_000542,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T04:28:32+08:00,重庆,standard,soft,4700,4400,5700,4619,2800,4900,ok,ok,1.063,True,29
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,451,v3_request_000545,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,controlled,2026-05-06T04:28:47+08:00,武汉,standard,none,7700,7200,9500,4124,0,0,ok,no_budget_policy,0.9317,False,27
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,452,v3_request_000543,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:30:13+08:00,上海,standard,soft,5300,5700,7300,5164,3200,5600,below,ok,1.3985,True,21
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,453,v3_request_000540,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:31:23+08:00,黄山,standard,soft,3100,3500,4500,2334,1900,3300,below,ok,1.091,True,25
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,454,v3_request_000547,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:31:23+08:00,济南,standard,soft,10700,7500,9600,10456,6400,11200,above,ok,1.003,True,30
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,455,v3_request_000533,drop_or_full_regen,预算训练淘汰或整条重做,drop_or_regenerate,请求预算和 teacher 预算至少两侧不匹配，预算训练建议淘汰或整条重做。,controlled,2026-05-06T04:31:44+08:00,沈阳,comfortable,soft,8500,9800,12600,5490,6000,9400,below,below,0.828,False,24
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,456,v3_request_000538,repair_teacher_regen,需重生成 teacher,repair,请求预算符合新分档，但 teacher 预算低于目标区间，需要重生成 teacher。,controlled,2026-05-06T04:31:55+08:00,厦门,comfortable,soft,16000,15000,19700,10421,11200,17600,ok,below,0.7674,False,27
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,457,v3_request_000551,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T04:32:20+08:00,上海,standard,soft,5500,5500,7400,4918,3300,5800,ok,ok,1.2984,True,19
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,458,v3_request_000554,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:32:24+08:00,大连,limited,soft,2700,2800,3600,2792,1900,2800,below,ok,1.7778,True,27
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,459,v3_request_000552,usable_budget_candidate_tight,预算可用但候选偏紧,use_with_caution,请求和 teacher 预算都合格，但候选池高配估算低于用户预算，不适合训练用满预算。,controlled,2026-05-06T04:32:28+08:00,洛阳,standard,soft,7200,5900,7400,4980,4300,7600,ok,ok,0.8393,False,27
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,460,v3_request_000549,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:32:40+08:00,重庆,standard,soft,3800,4000,5300,3230,2300,4000,below,ok,0.9968,False,23
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,461,v3_request_000530,repair_teacher_regen,需重生成 teacher,repair,请求预算符合新分档，但 teacher 预算低于目标区间，需要重生成 teacher。,controlled,2026-05-06T04:33:13+08:00,苏州,standard,soft,11800,10700,13500,6732,7100,12400,ok,below,0.8604,False,28
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,462,v3_request_000560,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:34:00+08:00,杭州,limited,soft,800,1000,1200,613,600,800,below,ok,1.7663,True,28
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,463,v3_request_000564,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:35:16+08:00,武汉,standard,soft,1800,2300,3000,1300,1100,1900,below,ok,1.3344,True,24
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,464,v3_request_000556,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:35:24+08:00,三亚,standard,soft,1200,1800,2200,1208,700,1300,below,ok,1.6533,True,23
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,465,v3_request_000557,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T04:35:41+08:00,重庆,limited,soft,5700,5400,6500,5058,4100,6000,ok,ok,1.2665,True,31
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,466,v3_request_000568,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,controlled,2026-05-06T04:35:44+08:00,丽江,standard,none,2600,3200,4300,2535,0,0,below,no_budget_policy,1.3038,True,24
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,467,v3_request_000555,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:35:44+08:00,长沙,limited,soft,12500,9400,11500,9000,9000,13100,above,ok,1.1122,True,38
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,468,v3_request_000566,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T04:36:02+08:00,深圳,standard,soft,2400,2400,3200,2156,1400,2500,ok,ok,1.1883,True,25
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,469,v3_request_000548,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:36:52+08:00,沈阳,premium,soft,11000,7900,10800,8288,8200,12300,above,ok,0.4731,False,32
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,470,v3_request_000565,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,controlled,2026-05-06T04:37:39+08:00,深圳,standard,none,5000,5700,7300,3672,0,0,below,no_budget_policy,1.0072,True,25
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,471,v3_request_000567,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:37:41+08:00,三亚,comfortable,soft,9200,9300,11800,7546,6400,10100,below,ok,1.0346,True,23
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,472,v3_request_000563,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:38:09+08:00,沈阳,limited,soft,13600,9500,11400,9825,9800,14300,above,ok,1.1026,True,33
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,473,v3_request_000550,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:38:40+08:00,福州,standard,soft,16600,10300,13100,11764,10000,17400,above,ok,0.8619,False,32
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,474,v3_request_000576,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:38:43+08:00,广州,standard,soft,2000,2300,3100,1512,1200,2100,below,ok,1.723,True,26
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,475,v3_request_000569,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T04:39:33+08:00,青岛,standard,soft,13100,11600,14600,13096,7900,13800,ok,ok,1.1921,True,27
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,476,v3_request_000577,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:39:43+08:00,长沙,comfortable,soft,3200,4700,5600,2277,2200,3500,below,ok,1.3972,True,27
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,477,v3_request_000570,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:40:06+08:00,哈尔滨,limited,soft,2200,2800,3500,2074,1600,2300,below,ok,2.2082,True,28
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,478,v3_request_000558,drop_or_full_regen,预算训练淘汰或整条重做,drop_or_regenerate,请求预算和 teacher 预算至少两侧不匹配，预算训练建议淘汰或整条重做。,controlled,2026-05-06T04:40:46+08:00,泉州,premium,soft,9600,6600,9400,7132,7200,10800,above,below,0.4153,False,31
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,479,v3_request_000574,repair_teacher_regen,需重生成 teacher,repair,请求预算符合新分档，但 teacher 预算低于目标区间，需要重生成 teacher。,controlled,2026-05-06T04:41:08+08:00,扬州,comfortable,soft,15000,12800,17100,10140,10500,16500,ok,below,0.7084,False,23
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,480,v3_request_000580,usable_budget_candidate_tight,预算可用但候选偏紧,use_with_caution,请求和 teacher 预算都合格，但候选池高配估算低于用户预算，不适合训练用满预算。,controlled,2026-05-06T04:41:29+08:00,黄山,standard,soft,5500,5000,6600,3835,3300,5800,ok,ok,0.8153,False,25
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,481,v3_request_000578,usable_budget_candidate_tight,预算可用但候选偏紧,use_with_caution,请求和 teacher 预算都合格，但候选池高配估算低于用户预算，不适合训练用满预算。,controlled,2026-05-06T04:41:31+08:00,福州,standard,soft,4000,3800,4800,2584,2400,4200,ok,ok,0.962,False,24
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,482,v3_request_000572,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T04:41:36+08:00,丽江,standard,soft,3300,3300,4400,3276,2000,3500,ok,ok,1.0212,True,24
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,483,v3_request_000582,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,controlled,2026-05-06T04:41:39+08:00,长沙,standard,none,1100,1700,2100,1054,0,0,below,no_budget_policy,1.6827,True,27
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,484,v3_request_000585,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T04:43:41+08:00,广州,standard,soft,12900,10900,14200,8848,7700,13500,ok,ok,1.071,True,30
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,485,v3_request_000559,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:43:44+08:00,青岛,standard,soft,5800,6100,8000,3774,3500,6100,below,ok,0.6869,False,16
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,486,v3_request_000584,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T04:44:21+08:00,杭州,limited,soft,12000,11300,13000,9256,8600,12600,ok,ok,1.6932,True,38
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,487,v3_request_000588,repair_teacher_regen,需重生成 teacher,repair,请求预算符合新分档，但 teacher 预算低于目标区间，需要重生成 teacher。,controlled,2026-05-06T04:44:22+08:00,三亚,premium,soft,5400,5100,7200,3848,4000,6000,ok,below,0.6274,False,29
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,488,v3_request_000561,usable_budget_candidate_tight,预算可用但候选偏紧,use_with_caution,请求和 teacher 预算都合格，但候选池高配估算低于用户预算，不适合训练用满预算。,controlled,2026-05-06T04:44:27+08:00,珠海,standard,soft,7900,6100,8200,7896,4700,8300,ok,ok,0.9499,False,28
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,489,v3_request_000571,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:44:34+08:00,杭州,standard,soft,9300,7200,9100,6813,5600,9800,above,ok,0.7628,False,32
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,490,v3_request_000579,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:44:53+08:00,厦门,limited,soft,1700,2200,2800,1690,1200,1800,below,ok,1.7671,True,25
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,491,v3_request_000592,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:45:07+08:00,南京,standard,soft,3300,4500,5400,2817,2000,3500,below,ok,1.237,True,22
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,492,v3_request_000593,repair_teacher_regen,需重生成 teacher,repair,请求预算符合新分档，但 teacher 预算低于目标区间，需要重生成 teacher。,controlled,2026-05-06T04:46:16+08:00,厦门,comfortable,soft,7500,6300,8800,4996,5200,8200,ok,below,0.5995,False,30
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,493,v3_request_000575,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T04:46:48+08:00,贵阳,limited,soft,3300,3200,4100,2464,2400,3500,ok,ok,1.0633,True,24
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,494,v3_request_000590,usable_budget_candidate_tight,预算可用但候选偏紧,use_with_caution,请求和 teacher 预算都合格，但候选池高配估算低于用户预算，不适合训练用满预算。,controlled,2026-05-06T04:47:02+08:00,福州,standard,soft,7200,5900,7400,5190,4300,7600,ok,ok,0.8826,False,31
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,495,v3_request_000598,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:47:38+08:00,天津,standard,soft,5400,5900,7400,4470,3200,5700,below,ok,1.0741,True,23
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,496,v3_request_000602,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:47:42+08:00,贵阳,limited,hard,1500,1600,2000,1360,1100,1500,below,ok,1.0653,True,24
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,497,v3_request_000591,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T04:47:44+08:00,武汉,limited,soft,2400,2200,2800,1882,1700,2500,ok,ok,1.2692,True,34
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,498,v3_request_000595,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:48:29+08:00,长沙,limited,hard,9200,7300,9000,6648,6600,9200,above,ok,1.2317,True,38
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,499,v3_request_000599,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,controlled,2026-05-06T04:49:26+08:00,哈尔滨,limited,none,3400,3500,4500,3399,0,0,below,no_budget_policy,2.0238,True,33
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,500,v3_request_000597,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:49:39+08:00,广州,standard,soft,10800,10900,14200,7124,6500,11300,below,ok,1.1393,True,23
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,501,v3_request_000581,drop_or_full_regen,预算训练淘汰或整条重做,drop_or_regenerate,请求预算和 teacher 预算至少两侧不匹配，预算训练建议淘汰或整条重做。,controlled,2026-05-06T04:49:46+08:00,南京,luxury,soft,16600,12100,16300,11912,12400,19600,above,below,0.4059,False,22
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,502,v3_request_000608,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T04:50:03+08:00,大理,limited,soft,700,1100,1300,642,500,700,below,ok,1.6171,True,27
